,address,description,title,url,state
743,"Human Security Unit
United Nations
NL-2058 NY 10017 New York City United States of America","The United Nations Trust Fund for Human Security (UNTFHS) finances projects that translate the human security approach into practical actions and provide concrete and sustainable benefits to vulnerable people and communities threatened in their survival, livelihood and dignity.",United Nations Trust Fund For Human Security,http://www.un.org/humansecurity/,NY
744,   United States of America,"United Press International is a provider of news, photos and information to readers around the globe via UPI.com and its licensing services.","United Press International, Inc",http://upi.com,
745,"1400 Independence Ave., S.W. DC 20250 Washington United States of America",,United States Department of Agriculture,http://www.usda.gov/wps/portal/!ut/p/_s.7_0_A/7_0_1OB?navtype=MA&navid=CONTACT_US,WA
746,"1000 Independence Ave., SW 20585 Washington, DC United States of America","The mission of the Energy Department is to ensure America’s security and prosperity by addressing its energy, environmental and nuclear challenges through transformative science and technology solutions.",United States Department of Energy,http://energy.gov/,WA
747,"950 Pennsylvania Avenue, NW 20530-0001 Washington, DC United States of America",To enforce the law and defend the interests of the United States according to the law; to ensure public safety against threats foreign and domestic; to provide federal leadership in preventing and controlling crime; to seek just punishment for those guilty of unlawful behavior; and to ensure fair and impartial administration of justice for all Americans.,United States Department of Justice,http://www.usdoj.gov/index.html,PA
748,"Suite 250, 1717 Pennsylvania Ave, NW 20006 Washington DC United States of America",The U.S. Global Change Research Program (USGCRP) coordinates and integrates federal research on changes in the global environment and their implications for society.,United States Global Change Research Program,http://www.globalchange.gov/,PA
749,8721 Wellington View Drive 33411 West Palm Beach United States of America,"Universal Engineering brings together a unique mix of highly motivated individuals with years of experience and passion for engineering and domain knowledge that is second to none. With in-depth knowledge of structural and environmental engineering, Universal Engineering brings to the table a complete package that helps to expand business. A pool of scientists, technicians, and engineers work efficiently to execute the projects. With vast technical knowledge of reservoir operations, risk assessment, statistical analysis and forecasting, Universal Engineering possesses the expertise to make a difference in lives. Comprehensive field data acquisition, detailed reporting and documentation as well as cross disciplinary knowledge sharing make the company ideally suited to take up any kind of engineering requirements. With a finger on the vein of environmental sustainability company takes pride in being socially responsible and giving back to the environment more than society takes.",Universal Engineering,http://www.universalengineering.net/,
750,"12 Capen Hall, Buffalo 14260-1660 New York United States of America",,University at Buffalo,http://www.buffalo.edu/,NY
751,  Birmingham United States of America,,University of Alabama,http://main.uab.edu/,AL
752,"1103 E. 2nd Street, Room 409
P.O. Box 210076 AZ 85721 Tucson United States of America",,University of Arizona Geography and Regional Development,http://geog.arizona.edu/,AZ
753,"Main Library Building, 5th Floor
1510 E. University Blvd.
P.O. Box 210055 85721-0055 Tucson, AZ United States of America","The University of Arizona Press is the premier publisher of academic, regional, and literary works in the state of Arizona. We disseminate ideas and knowledge of lasting value that enrich understanding, inspire curiosity, and enlighten readers.",University of Arizona Press,http://www.uapress.arizona.edu/,AZ
754,"4000 Central Florida Blvd. 32816 Orlando, Florida United States of America",,University of Central Florida,https://www.ucf.edu/,FL
755,UCB  80309 Boulder United States of America,,University of Colorado,http://www.colorado.edu/,CO
756,"Tasker Building, Storrs Campus
2131 Hillside Rd., Unit 3088 06269-3088 Storrs, CT United States of America",,University of Connecticut,http://www.uconn.edu/,CT
757,"2124 NE Waldo Rd., Ste. 1101
  FL 32609  Gainesville United States of America",,University of Florida,http://www.ufl.edu/,FL
758,"2444 Dole Street 96822 Honolulu, HI United States of America","The University of Hawai‘i System includes 10 campuses and dozens of educational, training and research centers across the Hawaiian Islands. As the public system of higher education in Hawai‘i, UH offers opportunities as unique and diverse as our Island home.",University of Hawai'i,http://www.hawaii.edu/,HI
759,"2540 Maile Way, Spalding 354 96822 Honolulu, HI United States of America","The University of Hawai‘i System includes 10 campuses and dozens of educational, training and research centers across the Hawaiian Islands. As the public system of higher education in Hawai‘i, UH offers opportunities as unique and diverse as our Island home.",University of Hawaii,https://www.hawaii.edu/,HI
760,"2840 Kolowalu Street 96822-1888 Honolulu, HI United States of America","The Press started with one journal in 1947 and today publishes or distributes 17, two literary and 15 scholarly. They all reflect strongly the University's regional and international focus.",University of Hawaii Press,http://www.uhpress.hawaii.edu,HI
761,"4 Garrison Avenue  03824 Durham, NH United States of America","UNH enjoys a distinctive position among American institutions of higher education, successfully combining first-rate undergraduate education in the living and learning environment of a small New England liberal arts college with vibrant and growing research, graduate, and professional programs.",University of New Hampshire,http://www.unh.edu/,NH
762,"1155 Union Circle #311277 76203-5017 Denton, Texas United States of America",,University of North Texas,http://www.unt.edu/,TX
763,"University of Oregon
Eugene,  97403 Oregon  United States of America",,University of Oregon,http://www.uoregon.edu/home/,OR
764,"26 N. 3rd Street 95363 Patterson, CA United States of America",,Patterson Irrigator,http://www.pattersonirrigator.com/,CA
765,"501 Boylston Street, Suite 900 02116 Boston, MA United States of America","Pearson Learning Solutions is part of Pearson, the world's leading learning company. Pearson is an innovative learning company that collaborates with institutions and educators to provide customized and personalized educational solutions and services that help to improve student outcomes. Partnering with higher education institutions, career colleges, professional organizations, K-12 schools and districts, government agencies, and associations, we deliver on-ground, blended and fully online programs, supporting and improving outcomes in developmental programs, expanding workforce education and preparing students for employment. Leveraging advanced capabilities in data, analytics and adaptive learning, we enable institutions to analyze trends in student performance, track their achievement of learning objectives, and create a personalized and adaptive learning path for each student.",Pearson Custom Publishing,http://www.pearsonlearningsolutions.com/,MA
766,"Computer and Network Security Office, 117 University Support Building 2, University Park 16802-1013  Pennsylvania  United States of America","Penn State is a multicampus public research university that educates students from Pennsylvania, the nation and the world, and improves the well being and health of individuals and communities through integrated programs of teaching, research, and service.",Pennsylvania State University,http://www.psu.edu/,PA
767,"866 U.N. Plaza, 2nd Floor 10017 New York United States of America",The Mission has represented the Government of Japan in conducting diplomacy to achieve its foreign policy goals.,Permanent Mission of Japan to the United Nations - New York,http://www.un.emb-japan.go.jp,NY
768,"Two United Nations Plaza 28th Floor 10017 New York, NY United States of America","La Misión Permanente de México ante la Organización de las Naciones Unidas ejerce sus funciones en la ciudad de Nueva York, a fin de representar a México ante los Órganos de la ONU que se ubican en esta ciudad.",Permanent Mission of Mexico to the United Nations - New York,http://www.sre.gob.mx/onu/,NY
769,"801 Market St.
Suite 300 19107 Philadelphia, PA  United States of America",,"Philly.com, the Philadelphia Inquirer",http://www.philly.com,PA
770,   United States of America,Popular Science magazine has been a leading source of science and technology news since its inception in 1872.,Popular Science,http://www.popsci.com,
771,"201 N. Harrison Street 52801 Davenport, IA United States of America",The Quad-City Times is a business organization dedicated to serving the information and entertainment needs of our community and providing a profit to shareholders through the services and products for advertisers and readers.,"Quad-City Times, Lee Enterprises",http://qctimes.com/app/other/about/,IA
772,  Illinois United States of America,,RealEstateRama,http://www.realestaterama.com,IL
773,"New York University’s Institute for Public Knowledge, 20 Cooper Square, 5th Floor 10003 New York United States of America","Rebuild by Design connects the world’s most talented researchers and designers with the Sandy-affected area’s active businesses, policymakers and local groups to better understand how to redevelop their communities in environmentally- and economically-healthier ways and to be better prepared. Rebuild by Design occupies a space on the edge of government, philanthropy, academia, design, and community.",Rebuild by Design,http://www.rebuildbydesign.org/,NY
774,"2001 S Street NW, Suite 700 20009 Washington, DC United States of America","To assist displaced people, especially women and children, Refugees International focuses our work in seven focus countries and around six issues: Neglected crises, return & reintegration, internal displacement, peacekeeping, statelessness and climate displacement.",Refugees International,http://www.refugeesinternational.org,WA
775,"2800 Woodlawn Drive # 200 10017 Honolulu, HI United States of America","The fundamental mission of RCUH is to support the research and training programs of the University of Hawaii and to enhance research, development, and training generally in Hawaii.","Research Corporation of the University of Hawaii, the",http://www.rcuh.com,HI
776,"20528 Ventura Blvd, No 209, 91364 Woodland Hills, CA United States of America","1-    To mobilize appropriate resources and training materials to developing and impoverished countries and create skills and opportunities through education.
2-    To provide health services and promote global health.
3-     To serve the people in need and render humanitarian relief to communities at risk of natural and man-made disasters
4-    To empower communities in developing countries and to secure sustainable development.",Risk Global,http://www.riskglobal.org,CA
777,"7649 Oak Ridge Highway 37931 Knoxville, TN United States of America",,RiskWorld,http://www.riskworld.com/,TN
778,"Nebraska Innovation Campus 2021 Transformation Drive, Suite 3220 NE 68508 Lincoln United States of America","he Water for Food Institute program rests on three closely inter-related pillars – research and policy, education, and communication – all including a critical component of active engagement. Integral to the success of this work are strong partnerships to help us carry out our work and communicate results.",Robert B. Daugherty Water for Food Institute,http://waterforfood.nebraska.edu/,NE
779,"400 South 10th Street
 PA 18098 Emmaus United States of America","Rodale Inc. and its subsidiaries, (together ""Rodale"") the world's leading healthy lifestyle company, publishes some of the best-known health and wellness lifestyle magazines, including Prevention, Men's Health, Women's Health, Runner's World, Running Times, Bicycling, and Organic Gardening (which will relaunch as Rodale’s Organic Life in Spring 2015), and is one of the largest independent book publishers in the United States. Rodale brings you the ideas, insights, and information that inspire and enable people to improve their lives and the world around them.",Rodale Books International,http://www.rodaleinc.com/,PA
780,"2100 Q St.,  CA 95816 Sacramento United States of America",,Sacramento Bee,http://www.sacbee.com,CA
781,"2455 Teller Road 91320 Thousand Oaks, CA  United States of America",,SAGE Press,http://www.sagepub.com/,CA
782,"2520 South Third Street #206  40208 Louisville, Kentucky United States of America",,Savanna East Africa,http://www.savannaea.com/index.html,KY
783,"1120 John St. 98109 Seattle, WA  United States of America",,"Seattle Times Company, The",http://seattletimes.nwsource.com,WA
784,"1230 Avenue of the Americas 10020 New York, NY United States of America","Simon & Schuster has publishing and distribution capabilities in the United States, Canada, the United Kingdom and Australia, as well as an international sales presence in every major market.",Simon & Schuster,http://www.simonandschuster.biz/,NY
785,"405 N. Madison Ave. 43604 Toledo, Ohio United States of America","SkyLife’s mission is to supply the U.S. government, and other governments and international relief organizations as appropriate, with products and services based on the SkyLife Pack and related advanced technologies for immediate delivery of life-sustaining supplies in foreign and domestic humanitarian relief operations, and for other governmental purposes.",SkyLife Technology,http://www.skylifetech.com/index.html,OH
786,"1500 Remount Road,  22630 Front Royal, VA United States of America","The Smithsonian-Mason School of Conservation seeks to sustain global biodiversity by advancing the theory and practice of conservation biology with transformative, transdisciplinary education.","Smithsonian Mason School of Conservation, George Mason University",http://smconservation.gmu.edu/,VA
787,"955 Massachusetts Ave, Cambridge 02139 Massachusetts United States of America","Social Capital Bank (Socaba) is a social enterprise. It offers consulting services and invest in economic and social development throughout Asia, the Middle East and parts of Africa. Socaba's consulting services cover design, training, implementation and evaluation. It bids for public tenders, responds to direct awards, and partners with other agencies to provide comprehensive solutions.",Social Capital Bank,http://www.socialcapitalbank.com,MA
788,"1101 15th Street NW, 3rd Floor 20005 Washington, D.C. United States of America",,Society for International Development,http://www.sidw.org,WA
789,   United States of America,SPIE is an international society advancing an interdisciplinary approach to the science and application of light.,Society of Photographic Instrumentation Engineers,http://spie.org/,
790,"470 Park Avenue South, 9th Floor 10016 New York, NY United States of America","SPACE.com, launched in 1999, is the world's No. 1 source for news of astronomy, skywatching, space exploration, commercial spaceflight and related technologies.","SPACE.com, TechMediaNetwork",http://www.space.com/,NY
791,"Jerry Yang & Akiko Yamazaki Environment & Energy Building - MC 4205, 473 Via Ortega 94305 Stanford, CA United States of America",Produce breakthrough environmental solutions that protect and nurture our planet to meet the vital needs of people today and of generations to come.,Stanford Woods Institute for the Environment,http://woods.stanford.edu,CA
792,   United States of America,,Statistics Online Computational Resource,http://www.socr.ucla.edu/SOCR.html,
793,"1 Grand Canal Square, Grand Canal Harbour  Dublin 2 United States of America","Accenture plc (NYSE: ACN) is a multinational management consulting, technology services and outsourcing company headquartered in Dublin, Republic of Ireland. It is one of the world's largest consulting firm measured by revenues and is a constituent of the Fortune Global 500 list. Accenture originated as the business and technology consulting division of accounting firm Arthur Andersen.",Accenture,http://www.accenture.com,
794,"Adaptation Fund Board Secretariat, c/o Global Environment Facility Secretariat, 1818 H Street, NW, MSN G6-602 20433 Washington, DC United States of America",The Adaptation Fund has been established by the parties to the Kyoto protocol of the UN Framework Convention on Climate Change to finance concrete adaptation projects and programmes in developing countries that are parties to the Kyoto protocol.,Adaptation Fund Board Secretariat,http://www.adaptation-fund.org/,WA
795," 19106 Philadelphia, PA United States of America","Aegean Conferences is an educational organization directed and managed by the scientific community. Since its inception in 1999, Aegean Conferences has sponsored numerous conferences on divergent scientific disciplines.","Aegean Conferences, Inc",http://www.aegeanconferences.org,PA
796,"38 Chauncy Street, Suite 600 02111 Boston, MA United States of America","AHI's mission is to help pro-poor innovators build healthy housing ecosystems worldwide, with an emphasis on the Global South. AHI works through research that inspires practical and actionable outcomes, education that informs and equips change makers, and consulting that leads to both local innovation and transferable models.",Affordable Housing Institute,http://www.affordablehousinginstitute.org,MA
797," 11701 Luna Road  75234 Dallas, Texas United States of America",Aidmatrix strives to develop and leverage a global aid network built on a partnership of innovative technology and powerful opportunity.,Aidmatrix Foundation,http://www.aidmatrix.org/,TX
798,"131 Dartmouth Street 02116 Boston, MA United States of America","AIR positions itself as a scientific leader and is a provider of risk modeling software and consulting services. AIR founded the catastrophe modeling industry in 1987 and today models the risk from natural catastrophes and terrorism in more than 90 countries. More than 400 insurance, reinsurance, financial, corporate and government clients rely on AIR software and services for catastrophe risk management, insurance-linked securities, site-specific wind and seismic engineering analyses, agricultural risk management, and property replacement cost valuation.",AIR Worldwide,http://www.air-worldwide.com/,MA
799,   United States of America,Aladdin Paperbacks is one of several children's-book imprints owned by Simon & Schuster. It was established by Jean E. Karl at Atheneum Books where she was the founding director of the children's department.,Aladdin Paperbacks,http://imprints.simonandschuster.biz/aladdin/home,
800,"23455 Currant Drive Golden, Colorado 80401 Golden United States of America","The mission of the Association is to provide leadership and education to IMTs and their members. AHIMTA aims to promote, support and enhance the profession of incident management by establishing standards and promoting the cooperation of federal, state, local, and tribal agencies, non-governmental organizations, and the private sector in all phases of incident management.",All-Hazards Incident Management Teams Association,http://ahimta.org,CO
801,"33 N. LaSalle Street, Suite 2275 60602 Chicago United States of America","The Alliance for Water Efficiency is a stakeholder-based non-profit organization dedicated to the efficient and sustainable use of water.  Headquartered in Chicago, the Alliance serves as a North American advocate for water efficient products and programs, and provides information and assistance on water conservation efforts",Alliance for Water Efficiency,http://www.allianceforwaterefficiency.org,
802,1 Sansome Street CA 94104 San Francisco United States of America,"Allvoices is a global community that shares news, videos, images and opinions tied to news events and people. It's a place where individuals from all over the world can share what is happening where they are (location) at a particular point in time.",Allvoices,http://www.allvoices.com,CA
803,"1200 New York Avenue NW 20005 Washington, DC United States of America","The AAAS seeks to ""advance science, engineering, and innovation throughout the world for the benefit of all people."" To fulfill this mission, the AAAS Board has set the following broad goals:",American Association for the Advancement of Science,http://www.aaas.org/,NY
804,   United States of America,,American Concrete Institute,http://www.concrete.org/general/home.asp,
805,"1150 17th St NW # 1100  Washington, D.C. United States of America",,"American Enterprise Institute, the",http://aei.org,WA
806,   United States of America,"American Journal of Geographic Information System published articles about the recent research achievements of geographic information system. The goal of this journal is to track the development tendency of this specified system and make some contributions in the development of this fresh subject. As a comprehensive professional geographical science, geographic information system collects and analyzes various kinds of geographical data.",American Journal of Geographic Information System,http://www.sapub.org/journal/aimsandscope.aspx?journalid=1053,
807,"88 Hamilton Ave. 06902 Stamford, CT United States of America",AmeriCares is an emergency response and global health organization committed to saving lives and building healthier futures for people in crisis in the United States and around the world.,AmeriCares,http://www.americares.org/,CT
808,"The American Institute of Architects
1735 New York Ave., NW 20006-5292 Washington, DC United States of America","The Architects Foundation preserves, honors and advances excellence in design for the benefit of the public. As a nonprofit philanthropic extension of the American Institute of Architects, the Architects Foundation is the preeminent voice and advocate for architecture and design in America. The Architects Foundation is dedicated to the belief that good design is good for all and plays an essential role in transforming lives and building a better world.","Architects Foundation, the",https://www.architectsfoundation.org/,NY
809,"2801 South University 72204 Little Rock, AR United States of America",,Arkansas Center for Earthquake Education and Technology Transfer,http://quake.ualr.edu/index.htm,AR
810,1700 Lida Street CA 91103 Pasadena United States of America,"The College offers undergraduate and graduate degrees in a wide range of disciplines, as well as Public Programs offering design education to all ages and levels of experience. Fundamental to Art Center's core curricula is a commitment to social and cultural engagement and giving students the tools and skills with which to effect change and address real-world issues.",Art Center College,http://www.artcenter.edu/accd/index.jsp,CA
811,   United States of America,,ASC Communications,http://www.beckersasc.com,
812,"1100 H Street, NW, Suite 650  20005  Washington, D.C. United States of America","BIC partners with civil society in developing and transition countries to influence the World Bank and other international financial institutions (IFIs) to promote social and economic justice and ecological sustainability. BIC is an independent, non-profit, non-governmental organization that advocates for the protection of rights, participation, transparency, and public accountability in the governance and operations of the World Bank Group and regional development banks.",Bank Information Center,http://www.bicusa.org/,WA
813,"49 Walnut Park, Building 2 Wellesley, MA  United States of America",,BCC Research,http://www.bccresearch.com,MA
814,"111 East Church Street IL 62812 Benton,  United States of America",,"Benton Evening News, the",http://www.bentoneveningnews.com/,IL
815,"320 Newbury Street 02115 Boston, MA United States of America","The Boston Architectural College (BAC) provides excellence in design education emerging from practice and accessible to diverse communities. The BAC aims to be the recognized leader in the education of design professionals, connecting theory and practice and engaging educators, practitioners, allied professions and the public.",Boston Architectural College,http://www.the-bac.edu/,MA
816,   United States of America,"BRINK is a digital platform made possible by Marsh & McLennan Companies and managed by Atlantic Media Strategies, the digital consultancy of The Atlantic. BRINK delivers practical and timely insights to top executives and policy leaders worldwide.  It combines knowledge and expertise from across Marsh & McLennan with other leading experts on risk and resilience. BRINK informs global decision makers on critical growth and innovation topics.",BRINK,http://www.brinknews.com/,
817,"One CNN Center 30303 Atlanta, Georgia United States of America",,Cable News Network,http://www.cnn.com,GA
818,"1120 N Street, Sacramento 94273-0001 California United States of America","Provide a safe, sustainable, integrated and efficient transportation system to enhance California’s economy and livability.",California Department of Transportation,http://www.dot.ca.gov/,CA
819,"801 K Street, MS 12-30 95814  Sacramento, CA United States of America","CGS is dedicated to the fulfillment of its mission to provide scientific products and services about the state's geology, seismology and mineral resources that affect the health, safety, and business interests of the people of California.",California Geological Survey,http://www.conservation.ca.gov/CGS/,CA
820,"1 Shields Avenue, Davis 95616 Davis, California United States of America","So what do a biologist, economist, engineer and geologist have in common? An interest in California’s most pressing water resource management problems. Scientists, faculty, students and researchers at UC Davis’ Center for Watershed Sciences collaborate across the UC Davis campus and with experts from other universities, research institutes, government agencies and NGOs.",California WaterBlog,https://californiawaterblog.com/,CA
821,"333 West 39th St., Suite 902 10018 New York, NY United States of America","Capital is an online news publication about how things work in New York, founded in 2010. We report on important local people and institutions, with the aim of sustaining a conversation with a knowing audience about things they don't already know.",Capital New York,http://www.capitalnewyork.com/,NY
822,"7055 Folsom Boulevard 95826-2625 Sacramento, CA United States of America",,"Capital Public Radio, Inc.",http://www.capradio.org,CA
823,"1504 30th St. 92102 San Diego, CA United States of America",To focus public attention on disability and independent living issues. The project was funded by the National Institute on Disability and Rehabilitation Research from October 1999 through May 2004.,Center for an Accessible Society,http://www.accessiblesociety.org/casindex.shtml,CA
824,"309 E. Second Street 91766-1854 Pomona, CA United States of America","To enhance health professions education, and to improve access for people with disabilities to health, health education and health care services.",Center for Disability Issues and the Health Professions,http://cdihp.org/index.html,CA
825,1600 Clifton Rd. GA 30333 Atlanta United States of America,"The CDC is one of the major operating components of the American Department of Health and Human Services and is recognized as the lead federal agency for protecting the health and safety of people - at home and abroad, providing credible information to enhance health decisions, and promoting health through strong partnerships. CDC serves as the national focus for developing and applying disease prevention and control, environmental health, and health promotion and education activities designed to improve the health of the people of the United States.",Center for Disease Control and Prevention,http://www.cdc.gov/,GA
826,"Harvard Medical School, 401 Park Drive, 2nd Floor East MA 02215 Boston United States of America","CHGE was founded in 1996 at Harvard Medical School to expand environmental education at medical schools and to further investigate and promote awareness of the human health consequences of global environmental change. By focusing on health, the center is able to reach people in concrete, personal terms they can relate to and understand, and to make the strongest possilbe case that human beings are an intimate part of the environment and that we cannot damage it without damaging ourselves.",Center for Health and the Global Environment,http://chge.med.harvard.edu/,MA
827,"555 12th Street, 10th Floor 94607 Oakland, California United States of America","The Public Health Institute’s Center for Public Health and Climate Change contributes to building healthy and climate-resilient communities that have the right tools to mitigate and adapt to climate change. The Center engages local leaders, scientists, policymakers, health care providers and civil society in mainstreaming the protection of health across a wide range of policies and sectors. It promotes strategies that effectively address the impacts of climate change on health and nutrition, while at the same time generating co-benefits from adaptation and mitigation in the health, agriculture, transport, housing and energy sectors. By helping communities take simple steps to be prepared today and lower their risks tomorrow, the Center plays a key role in assuring that people live longer, healthier lives.","Center for Public Health and Climate Change, Public Health Institute",http://www.climatehealthconnect.org/,CA
828,"615 North Wolfe Street 21205 Baltimore, MD United States of America",The Center for Refugee and Disaster Response is an internationally recognized leader in building capacity to meet the physical and mental health needs of refugees and disaster victims worldwide.,"Center for Refugee and Disaster Response, Johns Hopkins Bloomberg School of Public Health",http://www.jhsph.edu/research/centers-and-institutes/center-for-refugee-and-disaster-response/,MD
829,"4400 University Drive, MSN 6E1, George Mason University 22030 Fairfax, VA United States of America","To conduct world-class research in spatial information science and system.
To provide the state-of-art research training to post-doctoral fellows, Ph.D. and Master students in the field.","Center for Spatial Information Science and Systems, George Mason University",http://csiss.gmu.edu/index.htm,VA
830,"1800 K Street, NW 20006 Washington, DC United States of America","Founded at the height of the Cold War by David M. Abshire and Admiral Arleigh Burke, CSIS was dedicated to finding ways to sustain American prominence and prosperity as a force for good in the world. Since 1962, CSIS has become one of the world’s preeminent international institutions focused on defense and security; regional stability; and transnational challenges ranging from energy and climate to global health and economic integration.",Center for Strategic and International Studies,http://www.csis.org,WA
831,"400 E. University Way  98926 Ellensburg, WA United States of America","Central Washington University is a public, four-year university located in historic Ellensburg, Washington.",Central Washington University,http://www.cwu.edu/,WA
832,"435 N. Michigan Ave. 60611 Chicago, IL United States of America",,Chicago Tribune,http://www.chicagotribune.com,MI
833,"215 West 125th Street, Suite 301 10027 New York United States of America","CHF is committed to providing health care to the nation’s most medically underserved children and their families through the development and support of innovative primary care medical programs, response to public health crises, and the promotion of guaranteed access to appropriate health care for all children.","Children's Health Fund, the",http://www.childrenshealthfund.org,NY
834,"1818 H Street, N.W.
Mailstop: MC 8-804 20433 Washington, D.C. United States of America",The Cities Alliance is a global coalition of cities and their development partners committed to scaling up successful approaches to poverty reduction;,Cities Alliance,http://www.citiesalliance.org/index.html,WA
835,"Citiscope Editorial
610 G Street, SW 20024 Washington, D. C. United States of America","In this fast urbanizing world, Citiscope spurs innovations to help cities work better for all of their people through the power of independent journalism. Each week, Citiscope editors select timely updates on the most important breaking news and key developments in and about cities across all continents.",Citiscope,http://citiscope.org,WA
836,"PO Box 791 80306 Boulder, CO United States of America","The City of Boulder has a Council-Manager form of government. Under this form of government, the elected City Council sets the policies for the operation of the Boulder government. The administrative responsibility of the City rests with the City Manager who is appointed by the City Council. The City Council consists of nine members: a Mayor, a Mayor Pro Tem and seven council members.",City of Boulder,https://bouldercolorado.gov/,CO
837,"410 E Washington Street 52240 Iowa City, Iowa United States of America",,"City of Iowa City, Iowa",http://www.icgov.org,IA
838,1300 Perdido St 70112 New Orleans United States of America,,City of New Orleans,http://www.nola.gov/home/,
839,   United States of America,"Civil Beat is the largest news outlet dedicated to public affairs reporting about Hawaii. It's focus is on investigative and watchdog journalism, in-depth enterprise reporting, analysis and commentary that gives readers a broad view on issues of importance to the community. It was created in 2010 by eBay founder and philanthropist Pierre Omidyar.","Civil Beat, Peer News LLC",http://www.civilbeat.com/,
840,   United States of America,"Brown University’s Climate and Development Lab (CDL) is a think tank based at the Institute at Brown for Environment and Society and was founded in 2010 by Professor Timmons Roberts, Ph.D. Candidate David Ciplet, and Research Fellow Guy Edwards as an experiment in engaged learning.","Climate and Development Lab, Brown University",http://www.climatedevlab.brown.edu,
841,"107 Comer Hall 
Auburn University, AL 36849-5635 United States","The Alabama Cooperative Extension System (Alabama A&M and Auburn Universities), through its statewide network of County Extension Offices, conducts informal education programs using research-based knowledge and techniques. Programs are offered in agriculture and forestry profitability; developing, conserving, and managing natural resources; enhancing family and individual well-being; developing human resources; community economic development; youth education through 4-H; and urban affairs.",Alabama Cooperative Extension System,www.aces.edu,AL
842,"400 Willoughby Avenue 
Juneau, AK 99811 United States",,Alaska Department Of Natural Resources,www.dnr.state.ak.us,AK
843,"P.O. Box 111200 
Juneau, AK 99811 United States",Responsible for enforcing all of the fish and game laws and regulations of the state.,Alaska Department Of Public Safety,www.dps.state.ak.us,AK
844,"1688 W. Adams Street 
Mark Killian, Director; 602-542-0990;
   
    mkillian@azda.gov 
Phoenix, AZ 85007 United States","The Plant Services Division is responsible for enforcement of state plant regulatory statutes, state agricultural industry plants, and plant-health service programs.",Arizona Department Of Agriculture Plant Services Division,www.agriculture.az.gov/divisions/plant-services,AZ
845,"1110 W. Washington Street 
Phoenix, AZ 85007-2926 United States","The Arizona Department of Environmental Quality shall preserve, protect, and enhance the environment and the public health, and shall be a leader in the development of public policy to maintain and improve the quality of Arizona’s air, land, and water resources.",Arizona Department Of Environmental Quality,www.azdeq.gov,AZ
846,"523 E. Capitol Avenue 
Pierre, SD 57501 United States","The Board of Minerals and Environment promulgates rules and issues permits in the areas of air quality, solid waste, hazardous waste, mineral exploration and mining, and oil and gas exploration and production.",Board Of Minerals And Environment,www.denr.sd.gov/des/mm/mmprogram.aspx,SD
847,"1416 Ninth Street Suite 1311 
Sacramento, CA 95814 United States",Responsible for the protection and management of fish and wildlife and threatened native plants in California. Enforces the laws pertaining to fish and game and threatened native plants enacted by the legislature and the regulations of the Fish and Game Commission.,California Department Of Fish And Wildlife; The Resources Agency,www.dfg.ca.gov,CA
848,"1700 K Street Suite 250 
Sacramento, CA 95811 United States","State of California trustee agency for wildlife and habitat. OSPR is the division that prevents, prepares for, and responds to pollution, such as oil spills; prosecutes polluters; and ensures restoration of natural resources damaged by spills.",California Department Of Fish And Wildlife; Office Of Spill Prevention And Response,www.dfg.ca.gov/ospr,CA
849,"P.O. Box 2815 
Sacramento, CA 95812 United States","The California Air Resources Board is responsible for the adoption and enforcement of the state’s ambient air quality standards and regulations for the control of vehicular, stationary, and area-wide sources of air pollution and toxic air contaminants throughout the state. Oversees the efforts of 35 air-pollution control districts that regulate local facilities. Conducts studies of the causes of air pollution. The board is composed of 11 members.",California Environmental Protection Agency; California Air Resources Board Office Of Communications,www.arb.ca.gov,CA
850,"1313 Sherman Street 
Denver, CO 80203 United States","Responsible for mineral and energy, land, water, wildlife, and park resources management for the state. Also responsible for major environmental conservation and management programs.",Colorado Department Of Natural Resources,www.dnr.state.co.us,CO
851,"6060 Broadway 
Denver, CO 80216 United States",The mission of the Colorado Division of Wildlife is to perpetuate the wildlife resources of the state and to provide people with the opportunity to enjoy them.,Colorado Department Of Natural Resources; Division Of Parks And Wildlife,www.cpw.state.co.us,CO
852,"1313 Sherman Street, Room 718 
Denver, CO 80203 United States",,Colorado Water Conservation Board; Water Conservation Board,www.cwcb.state.co.us,CO
853,"89 Kings Highway 
Dover, DE 19901 United States",State Park Agency,Delaware Department Of Natural Resources And Environmental Control; Division Of Parks And Recreation,www.destateparks.com,DE
854,"3125 Conner Boulevard 
Tallahassee, FL 32399-1650 United States","To protect and manage Florida’s forest resources through a stewardship ethic to ensure these resources will be available for future generations. Current number of employees: 1,100.",Florida Department Of Agriculture And Consumer Services; Division Of Forestry,www.freshfromflorida.com/Divisions-Offices/Florida-Forest-Service,FL
855,"2 Martin Luther King Jr. Drive SE, Suite 1152, East Tower 
Atlanta, GA 30334 United States","EPD is responsible for enforcing 23 state laws. In addition, EPD is delegated to carry out the congressionally mandated permitting and compliance programs for four federal laws: the Clean Air Act, the Clean Water Act, the Safe Drinking Water Act, and the Resource Conservation and Recovery Act.",Georgia Department Of Natural Resources; Environmental Protection Division,www.epd.georgia.gov/,GA
856,"1 Conservation Way 
Brunswick, GA 31520 United States",Responsible for enforcement and compliance of all environmental permits in the 25-county area of southeast Georgia and outreach on coastal nonpoint source pollution.,Georgia Department Of Natural Resources; Environmental Protection Division; Coastal District,www.epd.georgia.gov,GA
